Feature ID	Taxon
seq7446	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Marmoricola; none
seq7447	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq7448	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; none; none
seq7449	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq7450	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq7451	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Huanghella; none
seq7452	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq7453	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; none; none; none
seq7454	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; PMMR1; none
seq7455	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Singulisphaera; none
seq7456	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq7457	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7458	Bacteria; Chloroflexi; Chloroflexia; Kallotenuales; AKIW781; none; none
seq7459	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7460	Bacteria; Myxococcota; Polyangia; Polyangiales; Sandaracinaceae; none; none
seq7461	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq7462	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq7463	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq7464	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq7465	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7466	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
seq7467	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq7468	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq7469	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7470	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7471	Bacteria; none; none; none; none; none; none
seq7472	Bacteria; none; none; none; none; none; none
seq7473	Bacteria; Chloroflexi; none; none; none; none; none
seq7474	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7475	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7476	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq7477	Bacteria; Firmicutes; Bacilli; Staphylococcales; Gemellaceae; Gemella; none
seq7478	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq7479	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq7480	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq7481	Bacteria; Planctomycetota; vadinHA49; none; none; none; none
seq7482	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; none; none; none
seq7483	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7484	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseococcus; none
seq7485	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq7486	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
seq7487	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq7488	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq7489	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; none
seq7490	Bacteria; none; none; none; none; none; none
seq7491	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7492	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq7493	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq7494	Bacteria; WPS-2; none; none; none; none; none
seq7495	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq7496	Bacteria; Chloroflexi; Ktedonobacteria; B12-WMSP1; none; none; none
seq7497	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7498	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq7499	Bacteria; none; none; none; none; none; none
seq7500	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7501	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq7502	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq7503	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7504	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7505	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq7506	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq7507	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq7508	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq7509	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq7510	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pir4 lineage; none
seq7511	Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; none; none
seq7512	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3-20; none; none
seq7513	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7514	Bacteria; Proteobacteria; Gammaproteobacteria; BD72BR169; none; none; none
seq7515	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq7516	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq7517	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7518	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq7519	Bacteria; Planctomycetota; Planctomycetes; none; none; none; none
seq7520	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; FFCH9454; none; none
seq7521	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7522	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq7523	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7524	Bacteria; none; none; none; none; none; none
seq7525	Bacteria; none; none; none; none; none; none
seq7526	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7527	Bacteria; Bdellovibrionota; Bdellovibrionia; Bacteriovoracales; Bacteriovoracaceae; Peredibacter; none
seq7528	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq7529	Bacteria; none; none; none; none; none; none
seq7530	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7531	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7532	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; SM2D12; none; none
seq7533	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; LD29; none
seq7534	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; none
seq7535	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; none; none; none
seq7536	Bacteria; Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10; none
seq7537	Bacteria; Planctomycetota; vadinHA49; none; none; none; none
seq7538	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7539	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7540	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq7541	Bacteria; Chloroflexi; Anaerolineae; none; none; none; none
seq7542	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; SM2D12; none; none
seq7543	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7544	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Plot4-2H12; none
seq7545	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq7546	Bacteria; Cyanobacteria; Vampirivibrionia; Obscuribacterales; Obscuribacteraceae; Candidatus Obscuribacter; none
seq7547	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq7548	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq7549	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq7550	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq7551	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq7552	Bacteria; Actinobacteriota; Acidimicrobiia; none; none; none; none
seq7553	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7554	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq7555	Archaea; Thermoplasmatota; Thermoplasmata; Marine Group II; none; none; none
seq7556	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7557	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7558	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq7559	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; none; none
seq7560	Bacteria; Elusimicrobiota; Lineage IIb; none; none; none; none
seq7561	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; 1921-2; none
seq7562	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7563	Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira; none
seq7564	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; none; none
seq7565	Archaea; Crenarchaeota; Nitrososphaeria; Group 1.1c; none; none; none
seq7566	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq7567	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq7568	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq7569	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7570	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7571	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7572	Bacteria; Acidobacteriota; Subgroup 5; none; none; none; none
seq7573	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7574	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq7575	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq7576	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; Thermomicrobiaceae; Nitrolancea; none
seq7577	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7578	Bacteria; Actinobacteriota; none; none; none; none; none
seq7579	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Singulisphaera; none
seq7580	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; none
seq7581	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7582	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq7583	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq7584	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; none; none
seq7585	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flavisolibacter; none
seq7586	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq7587	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq7588	Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; Rickettsiella; none
seq7589	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans; none
seq7590	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7591	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; none; none; none
seq7592	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7593	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Rubinisphaeraceae; SH-PL14; none
seq7594	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq7595	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7596	Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; none
seq7597	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq7598	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7599	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7600	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq7601	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Segetibacter; none
seq7602	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq7603	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq7604	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; none; none; none
seq7605	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq7606	Bacteria; none; none; none; none; none; none
seq7607	Bacteria; none; none; none; none; none; none
seq7608	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq7609	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq7610	Bacteria; none; none; none; none; none; none
seq7611	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7612	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq7613	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7614	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq7615	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7616	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Herpetosiphonaceae; Herpetosiphon; none
seq7617	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7618	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; none; none
seq7619	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Segetibacter; none
seq7620	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq7621	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Chroococcidiopsaceae; Chroococcidiopsis PCC 7203; none
seq7622	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7623	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7624	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexaceae; FFCH7168; none
seq7625	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7626	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7627	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; none
seq7628	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; none; none
seq7629	Bacteria; Acidobacteriota; Acidobacteriae; none; none; none; none
seq7630	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq7631	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq7632	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02; none
seq7633	Bacteria; none; none; none; none; none; none
seq7634	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7635	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7636	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq7637	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq7638	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7639	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7640	Bacteria; Armatimonadota; none; none; none; none; none
seq7641	Bacteria; Armatimonadota; none; none; none; none; none
seq7642	Bacteria; Cyanobacteria; Vampirivibrionia; Obscuribacterales; Obscuribacteraceae; Candidatus Obscuribacter; none
seq7643	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Granulicella; none
seq7644	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Rubinisphaeraceae; SH-PL14; none
seq7645	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7646	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; none; none
seq7647	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq7648	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Marmoricola; none
seq7649	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
